applicant_id,Status,applied_platform,platform_logo_url,company,company_logo_url,job_title,Industry,skills_mentioned,Education,Age Group,Years of Experience,hired,salary_offer_in_inr,Monthly Salary (INR),AI Risk,Location,application_date
A1443,Intern,Internshala,https://logo.clearbit.com/internshala.com,Dell,https://logo.clearbit.com/dell.com,Machine Learning Engineer,Manufacturing,"HTML, Presentation, Kubernetes",Bachelor's Degree,45-54,7,No,,,Low,Mumbai,27-07-2024
A1444,Unemployed,LinkedIn,https://logo.clearbit.com/linkedin.com,Ola,https://logo.clearbit.com/olacabs.com,Mobile App Developer,Finance,"Git, C++, CSS",Bachelor's Degree,45-54,2,No,,,High,Ahmedabad,29-07-2025
A1445,Employed,Glassdoor,https://logo.clearbit.com/glassdoor.com,HCL,https://logo.clearbit.com/hcltech.com,HR Executive,Marketing,"HTML, C++, SQL, Tableau, Power BI",Bachelor's Degree,18-24,7,No,,,Moderate,Gurugram,16-11-2024
A1446,Employed,LinkedIn,https://logo.clearbit.com/linkedin.com,Infosys,https://logo.clearbit.com/infosys.com,Product Manager,Healthcare,"Git, Leadership, SEO, Teamwork",Diploma,55+,4,No,,,Moderate,Noida,18-08-2024
A1447,Intern,Glassdoor,https://logo.clearbit.com/glassdoor.com,Tech Mahindra,https://logo.clearbit.com/techmahindra.com,Sales Executive,Marketing,"Kubernetes, SEO, Node.js, C++",High School,55+,1,Yes,285766,23814,Moderate,Noida,17-03-2024
A1448,Intern,Naukri,https://logo.clearbit.com/naukri.com,Swiggy,https://logo.clearbit.com/swiggy.com,Backend Developer,Human Resources,"SQL, Power BI, Docker, Data Visualization, Leadership, React",PhD,18-24,8,No,,,Low,Ahmedabad,13-06-2024
A1449,Freelancer,Internshala,https://logo.clearbit.com/internshala.com,Infosys,https://logo.clearbit.com/infosys.com,Quality Analyst,Information Technology,"HTML, React, SQL, Presentation, Communication, Git",Bachelor's Degree,25-34,8,No,,,Low,Gurugram,22-02-2024
A1450,Employed,Internshala,https://logo.clearbit.com/internshala.com,Paytm,https://logo.clearbit.com/paytm.com,Business Analyst,Manufacturing,"Presentation, HTML, Communication",PhD,55+,2,No,,,Moderate,Gurugram,22-06-2025
A1451,Freelancer,Naukri,https://logo.clearbit.com/naukri.com,Swiggy,https://logo.clearbit.com/swiggy.com,Frontend Developer,Education,"Power BI, Data Visualization, Tableau, Java",Bachelor's Degree,35-44,2,Yes,565126,47094,High,Noida,23-12-2024
A1452,Unemployed,Naukri,https://logo.clearbit.com/naukri.com,Zoho,https://logo.clearbit.com/zoho.com,Quality Analyst,Marketing,"Kubernetes, AWS, Leadership, Git, Machine Learning",High School,55+,7,Yes,599995,50000,High,Delhi,01-05-2025
A1453,Employed,LinkedIn,https://logo.clearbit.com/linkedin.com,Google,https://logo.clearbit.com/google.com,Business Analyst,Healthcare,"Azure, Linux, Git, Leadership, Teamwork, SQL",Master's Degree,55+,5,No,,,Moderate,Noida,24-11-2024
A1454,Employed,LinkedIn,https://logo.clearbit.com/linkedin.com,HCL,https://logo.clearbit.com/hcltech.com,Product Manager,E-commerce,"Python, Machine Learning, Teamwork, Leadership, Excel",PhD,25-34,7,No,,,Low,Bangalore,10-06-2025
A1455,Unemployed,Indeed,https://logo.clearbit.com/indeed.com,Paytm,https://logo.clearbit.com/paytm.com,Software Engineer,Education,"Linux, AWS, Communication, Machine Learning, Java",Diploma,18-24,1,No,,,Moderate,Kolkata,08-04-2024
A1456,Intern,Glassdoor,https://logo.clearbit.com/glassdoor.com,Tech Mahindra,https://logo.clearbit.com/techmahindra.com,Data Analyst,Healthcare,"AWS, C++, Linux",PhD,25-34,5,No,,,Low,Chennai,06-08-2024
A1457,Employed,LinkedIn,https://logo.clearbit.com/linkedin.com,Microsoft,https://logo.clearbit.com/microsoft.com,UI/UX Designer,Information Technology,"CSS, C++, React",High School,25-34,6,No,,,Moderate,Gurugram,25-01-2024
A1458,Intern,Internshala,https://logo.clearbit.com/internshala.com,TCS,https://logo.clearbit.com/tcs.com,Frontend Developer,Manufacturing,"SQL, Node.js, Presentation",Bachelor's Degree,18-24,7,No,,,Low,Ahmedabad,14-09-2024
A1459,Employed,LinkedIn,https://logo.clearbit.com/linkedin.com,LTI,https://logo.clearbit.com/lntinfotech.com,HR Executive,Human Resources,"Power BI, Tableau, SEO, Linux, Communication",PhD,35-44,5,No,,,Low,Kolkata,18-01-2024
A1460,Freelancer,LinkedIn,https://logo.clearbit.com/linkedin.com,Tech Mahindra,https://logo.clearbit.com/techmahindra.com,Data Analyst,Finance,"Leadership, CSS, Problem Solving",High School,18-24,0,No,,,Moderate,Ahmedabad,16-02-2024
A1461,Intern,Internshala,https://logo.clearbit.com/internshala.com,Swiggy,https://logo.clearbit.com/swiggy.com,Backend Developer,Information Technology,"Presentation, C++, Kubernetes, Git, Java",Bachelor's Degree,25-34,6,No,,,Moderate,Pune,15-10-2024
A1462,Freelancer,Indeed,https://logo.clearbit.com/indeed.com,HCL,https://logo.clearbit.com/hcltech.com,Data Analyst,Human Resources,"Node.js, Data Visualization, Azure, React, Tableau, Presentation",Master's Degree,18-24,1,No,,,High,Chennai,29-10-2024
A1463,Employed,Internshala,https://logo.clearbit.com/internshala.com,Ola,https://logo.clearbit.com/olacabs.com,Data Analyst,E-commerce,"JavaScript, SQL, Python, Problem Solving",High School,55+,5,No,,,Moderate,Pune,02-09-2025
A1464,Freelancer,Glassdoor,https://logo.clearbit.com/glassdoor.com,Tech Mahindra,https://logo.clearbit.com/techmahindra.com,Frontend Developer,Education,"AWS, CSS, Excel, Power BI, Linux",Diploma,55+,1,Yes,653526,54460,Moderate,Bangalore,08-06-2025
A1465,Employed,Naukri,https://logo.clearbit.com/naukri.com,Flipkart,https://logo.clearbit.com/flipkart.com,HR Executive,E-commerce,"AWS, JavaScript, Node.js, C++, Presentation",PhD,35-44,0,No,,,Moderate,Bangalore,03-08-2025
A1466,Employed,Glassdoor,https://logo.clearbit.com/glassdoor.com,Zomato,https://logo.clearbit.com/zomato.com,Frontend Developer,E-commerce,"C++, Java, Docker, JavaScript, AWS",High School,35-44,6,No,,,Moderate,Ahmedabad,17-08-2025
A1467,Freelancer,Internshala,https://logo.clearbit.com/internshala.com,Ola,https://logo.clearbit.com/olacabs.com,Machine Learning Engineer,Healthcare,"JavaScript, Kubernetes, Git, Java",Bachelor's Degree,18-24,4,No,,,High,Bangalore,17-07-2024
A1468,Employed,Indeed,https://logo.clearbit.com/indeed.com,Zomato,https://logo.clearbit.com/zomato.com,Quality Analyst,Healthcare,"HTML, Problem Solving, React, Excel, Presentation",Bachelor's Degree,18-24,5,No,,,Moderate,Delhi,19-11-2024
A1469,Unemployed,Naukri,https://logo.clearbit.com/naukri.com,Infosys,https://logo.clearbit.com/infosys.com,Quality Analyst,Healthcare,"Presentation, Azure, HTML, CSS",Diploma,18-24,3,No,,,High,Pune,22-03-2025
A1470,Employed,Internshala,https://logo.clearbit.com/internshala.com,Amazon,https://logo.clearbit.com/amazon.com,Quality Analyst,Manufacturing,"SEO, Teamwork, Excel, Kubernetes, Digital Marketing, Data Visualization",PhD,45-54,1,No,,,Moderate,Pune,21-04-2024
A1471,Employed,Glassdoor,https://logo.clearbit.com/glassdoor.com,Wipro,https://logo.clearbit.com/wipro.com,Product Manager,Marketing,"Data Visualization, AWS, Docker, CSS",Bachelor's Degree,25-34,0,No,,,Moderate,Ahmedabad,03-10-2025
A1472,Unemployed,LinkedIn,https://logo.clearbit.com/linkedin.com,Infosys,https://logo.clearbit.com/infosys.com,Data Analyst,Manufacturing,"Leadership, Problem Solving, AWS, SQL, Data Visualization, Docker",Bachelor's Degree,25-34,7,Yes,496241,41353,Low,Bangalore,10-07-2025
A1473,Intern,Indeed,https://logo.clearbit.com/indeed.com,Amazon,https://logo.clearbit.com/amazon.com,Business Analyst,Marketing,"Azure, Leadership, Problem Solving, CSS, Kubernetes, React",Bachelor's Degree,35-44,7,Yes,754929,62911,Moderate,Pune,20-04-2025
A1474,Unemployed,Glassdoor,https://logo.clearbit.com/glassdoor.com,Wipro,https://logo.clearbit.com/wipro.com,Data Scientist,Manufacturing,"Machine Learning, Python, C++, Azure, Presentation",High School,55+,1,Yes,932370,77698,High,Kolkata,20-09-2025
A1475,Unemployed,Glassdoor,https://logo.clearbit.com/glassdoor.com,Amazon,https://logo.clearbit.com/amazon.com,Mobile App Developer,Human Resources,"Node.js, Problem Solving, C++, React",High School,55+,4,No,,,Moderate,Mumbai,10-05-2025
A1476,Unemployed,LinkedIn,https://logo.clearbit.com/linkedin.com,Accenture,https://logo.clearbit.com/accenture.com,Finance Analyst,Healthcare,"Java, Docker, Excel, Azure",PhD,55+,2,Yes,542529,45211,Low,Kolkata,13-02-2024
A1477,Unemployed,Glassdoor,https://logo.clearbit.com/glassdoor.com,Ola,https://logo.clearbit.com/olacabs.com,Data Scientist,E-commerce,"SEO, SQL, Presentation, Linux, Communication, JavaScript",Diploma,55+,3,No,,,High,Pune,17-06-2025
A1478,Intern,Internshala,https://logo.clearbit.com/internshala.com,LTI,https://logo.clearbit.com/lntinfotech.com,Marketing Intern,Manufacturing,"Linux, Tableau, Excel, Problem Solving, Teamwork, Java",PhD,25-34,3,No,,,High,Pune,13-06-2025
A1479,Employed,Indeed,https://logo.clearbit.com/indeed.com,Accenture,https://logo.clearbit.com/accenture.com,Data Scientist,Information Technology,"Teamwork, Excel, Digital Marketing, Presentation, Git",Diploma,45-54,7,No,,,High,Kolkata,07-01-2024
A1480,Freelancer,Naukri,https://logo.clearbit.com/naukri.com,Zomato,https://logo.clearbit.com/zomato.com,Marketing Intern,Marketing,"Java, Machine Learning, Linux, Docker",Master's Degree,55+,1,Yes,7963,664,Moderate,Pune,04-08-2024
A1481,Intern,Naukri,https://logo.clearbit.com/naukri.com,Flipkart,https://logo.clearbit.com/flipkart.com,Business Analyst,E-commerce,"C++, Azure, Power BI",Bachelor's Degree,35-44,0,Yes,565340,47112,Low,Bangalore,04-12-2024
A1482,Intern,Indeed,https://logo.clearbit.com/indeed.com,Paytm,https://logo.clearbit.com/paytm.com,Finance Analyst,Manufacturing,"Problem Solving, Node.js, Linux, Teamwork",Diploma,18-24,0,No,,,Low,Hyderabad,24-02-2025
A1483,Employed,Naukri,https://logo.clearbit.com/naukri.com,TCS,https://logo.clearbit.com/tcs.com,Machine Learning Engineer,Healthcare,"React, Linux, Machine Learning, SQL",Bachelor's Degree,18-24,1,Yes,871455,72621,Low,Hyderabad,09-08-2025
A1484,Unemployed,LinkedIn,https://logo.clearbit.com/linkedin.com,Flipkart,https://logo.clearbit.com/flipkart.com,Product Manager,Marketing,"Machine Learning, Tableau, Git, Problem Solving",Diploma,35-44,0,Yes,1218233,101519,Low,Hyderabad,14-10-2025
A1485,Unemployed,Internshala,https://logo.clearbit.com/internshala.com,Wipro,https://logo.clearbit.com/wipro.com,Sales Executive,Marketing,"Git, Digital Marketing, Presentation, Node.js, Azure, Power BI",Master's Degree,35-44,1,Yes,312186,26016,Low,Chennai,07-09-2025
A1486,Intern,Glassdoor,https://logo.clearbit.com/glassdoor.com,Flipkart,https://logo.clearbit.com/flipkart.com,Product Manager,Manufacturing,"CSS, C++, Communication, SEO",Diploma,35-44,8,No,,,Low,Ahmedabad,02-09-2025
A1487,Freelancer,LinkedIn,https://logo.clearbit.com/linkedin.com,Accenture,https://logo.clearbit.com/accenture.com,Data Scientist,Marketing,"React, JavaScript, Python, AWS, Machine Learning, HTML",PhD,45-54,1,No,,,Low,Mumbai,05-03-2025
A1488,Unemployed,Glassdoor,https://logo.clearbit.com/glassdoor.com,Google,https://logo.clearbit.com/google.com,Marketing Intern,Marketing,"Git, Teamwork, SQL, Data Visualization, Machine Learning, JavaScript",High School,18-24,6,Yes,11438,953,Moderate,Mumbai,05-04-2024
A1489,Intern,Naukri,https://logo.clearbit.com/naukri.com,Byjus,https://logo.clearbit.com/byjus.com,Data Analyst,Marketing,"Machine Learning, Power BI, Excel, SQL, HTML, Teamwork",Bachelor's Degree,45-54,2,No,,,Moderate,Chennai,15-03-2025
A1490,Freelancer,Indeed,https://logo.clearbit.com/indeed.com,HCL,https://logo.clearbit.com/hcltech.com,Business Analyst,Marketing,"Power BI, React, Docker",High School,55+,2,Yes,738140,61512,Low,Mumbai,03-05-2025
A1491,Freelancer,LinkedIn,https://logo.clearbit.com/linkedin.com,IBM,https://logo.clearbit.com/ibm.com,UI/UX Designer,Human Resources,"AWS, Python, HTML, CSS, Presentation",Diploma,18-24,8,No,,,High,Pune,08-01-2024
A1492,Freelancer,Glassdoor,https://logo.clearbit.com/glassdoor.com,Google,https://logo.clearbit.com/google.com,Data Analyst,Finance,"Linux, AWS, HTML, Communication, Power BI, Excel",PhD,35-44,1,Yes,407072,33923,Moderate,Delhi,19-04-2024
A1493,Freelancer,Indeed,https://logo.clearbit.com/indeed.com,LTI,https://logo.clearbit.com/lntinfotech.com,Product Manager,Information Technology,"Data Visualization, Power BI, Problem Solving, Excel, Git",Diploma,45-54,5,No,,,Moderate,Bangalore,09-10-2024
A1494,Intern,Naukri,https://logo.clearbit.com/naukri.com,Adobe,https://logo.clearbit.com/adobe.com,Finance Analyst,E-commerce,"Excel, Data Visualization, Digital Marketing, Docker",Master's Degree,25-34,8,No,,,Low,Noida,10-11-2024
A1495,Intern,Internshala,https://logo.clearbit.com/internshala.com,HCL,https://logo.clearbit.com/hcltech.com,Machine Learning Engineer,Marketing,"CSS, Azure, SEO",Master's Degree,18-24,0,Yes,857103,71425,Moderate,Pune,14-06-2024
A1496,Freelancer,Naukri,https://logo.clearbit.com/naukri.com,Swiggy,https://logo.clearbit.com/swiggy.com,Data Scientist,Healthcare,"Presentation, Data Visualization, Git, HTML, C++",Master's Degree,35-44,1,No,,,Low,Bangalore,23-02-2024
A1497,Unemployed,Indeed,https://logo.clearbit.com/indeed.com,Infosys,https://logo.clearbit.com/infosys.com,Frontend Developer,Manufacturing,"Digital Marketing, Git, Power BI, Java",Diploma,35-44,3,No,,,Moderate,Gurugram,06-03-2024
A1498,Unemployed,Naukri,https://logo.clearbit.com/naukri.com,Ola,https://logo.clearbit.com/olacabs.com,Frontend Developer,E-commerce,"CSS, Tableau, Git",Master's Degree,55+,3,No,,,Moderate,Kolkata,17-06-2025
A1499,Intern,Glassdoor,https://logo.clearbit.com/glassdoor.com,TCS,https://logo.clearbit.com/tcs.com,Marketing Intern,Marketing,"SEO, Python, AWS, C++, Machine Learning, Kubernetes",Diploma,45-54,0,No,,,High,Ahmedabad,18-07-2024
A1500,Freelancer,Glassdoor,https://logo.clearbit.com/glassdoor.com,Swiggy,https://logo.clearbit.com/swiggy.com,HR Executive,Human Resources,"C++, SQL, Excel, Azure",Diploma,55+,1,No,,,High,Noida,01-01-2024
